Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository,Tags
1980.497.2,FALSE,FALSE,3993,The American Wing,Glass cutter,Glass Cutter,American,,,,,Maker,,Tiffany Studios,1902–32,,Tiffany Studios ,,1902,1932,1900–1907,1900,1907,Metal,Dimensions unavailable,"Gift of Fred and Nancylee Dikeman, in memory of his father, John Dikeman, 1980",Made in,New York,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3993,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",Tools
1980.497.3,FALSE,FALSE,3994,The American Wing,Glass cutter,Glass Cutter,American,,,,,Maker,,Tiffany Studios,1902–32,,Tiffany Studios ,,1902,1932,1900–1907,1900,1907,Metal,Dimensions unavailable,"Gift of Fred and Nancylee Dikeman, in memory of his father, John Dikeman, 1980",Made in,New York,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3994,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",Tools
37.132.1,FALSE,TRUE,3995,The American Wing,Fragment,Fragment,American,,,,,,,,,,,,,,1700–1800,1700,1800,Free-blown non-lead glass,4 x 3 in. (10.2 x 7.6 cm),"Gift of Miss Edna M. Netter, 1937",Made in,Wistarburg,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3995,,"Metropolitan Museum of Art, New York, NY",
37.132.2,FALSE,TRUE,3996,The American Wing,Fragment,Fragment,American,,,,,,,,,,,,,,18th century,1700,1800,Free-blown non-lead glass,3 x 1 3/4 in. (7.6 x 4.4 cm),"Gift of Miss Edna M. Netter, 1937",Made in,Wistarburg,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3996,,"Metropolitan Museum of Art, New York, NY",
37.132.3,FALSE,TRUE,3997,The American Wing,Fragment,Fragment,American,,,,,,,,,,,,,,1700–1800,1700,1800,Free-blown non-lead glass,2 3/4 x 2 1/4 in. (7 x 5.7 cm),"Gift of Miss Edna M. Netter, 1937",Made in,Wistarburg,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3997,,"Metropolitan Museum of Art, New York, NY",
37.132.5,FALSE,TRUE,3998,The American Wing,Fragment,Fragment,American,,,,,,,,,,,,,,18th century,1700,1800,Free-blown non-lead glass,2 3/8 x 1 1/2 in. (6 x 3.8 cm),"Gift of Miss Edna M. Netter, 1937",Made in,Wistarburg,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3998,,"Metropolitan Museum of Art, New York, NY",
37.132.11,FALSE,FALSE,3999,The American Wing,Fragment,Fragment,American,,,,,,,,,,,,,,1700–1800,1700,1800,Free-blown non-lead glass,1 1/2 x 1 in. (3.8 x 2.5 cm),"Gift of Miss Edna M. Netter, 1937",Made in,Wistarburg,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3999,,"Metropolitan Museum of Art, New York, NY",
37.132.12,FALSE,TRUE,4000,The American Wing,Fragment,Fragment,American,,,,,,,,,,,,,,1700–1800,1700,1800,Free-blown non-lead glass,2 5/8 x 5/8 in. (6.7 x 1.6 cm),"Gift of Miss Edna M. Netter, 1937",Made in,Wistarburg,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4000,,"Metropolitan Museum of Art, New York, NY",
37.132.13,FALSE,TRUE,4001,The American Wing,Fragment,Fragment,American,,,,,,,,,,,,,,18th century,1700,1800,Free-blown non-lead glass,2 1/8 x 9/16 in. (5.4 x 1.4 cm),"Gift of Miss Edna M. Netter, 1937",Made in,Wistarburg,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4001,,"Metropolitan Museum of Art, New York, NY",
37.132.14,FALSE,TRUE,4002,The American Wing,Fragment,Fragment,American,,,,,,,,,,,,,,1700–1800,1700,1800,Free-blown non-lead glass,H. 1 in. (2.5 cm),"Gift of Miss Edna M. Netter, 1937",Made in,Wistarburg,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4002,,"Metropolitan Museum of Art, New York, NY",
37.132.15,FALSE,TRUE,4003,The American Wing,Fragment,Fragment,American,,,,,,,,,,,,,,1700–1800,1700,1800,Free-blown glass,H. 1 5/8 in. (4.1 cm),"Gift of Miss Edna M. Netter, 1937",Made in,Wistarburg,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4003,,"Metropolitan Museum of Art, New York, NY",
37.132.16,FALSE,TRUE,4004,The American Wing,Fragment,Fragment,American,,,,,,,,,,,,,,1700–1800,1700,1800,Free-blown glass,H. 15/16 in. (2.4 cm),"Gift of Miss Edna M. Netter, 1937",Made in,Wistarburg,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4004,,"Metropolitan Museum of Art, New York, NY",
54.65.3,FALSE,TRUE,4005,The American Wing,Fragment,Fragment,American,,,,,Maker,,Redwood Glass Company,1828–1868,,Redwood Glass Company ,,1828,1868,1828–68,1828,1868,Free-blown glass,5 1/4 x 4 in. (13.3 x 10.2 cm),"Rogers Fund, 1954",Made in,Redwood,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4005,,"Metropolitan Museum of Art, New York, NY",
13.223.6,FALSE,TRUE,4006,The American Wing,Fragment,Fragment,American,,,,,Maker,,Stiegel's Manheim Factory,1763–1774,,Stiegel's Manheim Factory ,,1763,1774,1763–74,1763,1774,Free-blown glass,W. 3 1/2 in. (8.9 cm),"Gift of Frederick W. Hunter, 1913",Made in,Manheim,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4006,,"Metropolitan Museum of Art, New York, NY",
13.223.7,FALSE,TRUE,4007,The American Wing,Fragment,Fragment,American,,,,,Maker,,Stiegel's Manheim Factory,1763–1774,,Stiegel's Manheim Factory ,,1763,1774,1763–74,1763,1774,Free-blown glass,W. 3 1/2 in. (8.9 cm),"Gift of Frederick W. Hunter, 1913",Made in,Manheim,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4007,,"Metropolitan Museum of Art, New York, NY",
13.223.8,FALSE,TRUE,4008,The American Wing,Fragment,Fragment,American,,,,,Maker,,Stiegel's Manheim Factory,1763–1774,,Stiegel's Manheim Factory ,,1763,1774,1763–74,1763,1774,Free-blown glass,W. 1 5/8 in. (4.1 cm),"Gift of Frederick W. Hunter, 1913",Made in,Manheim,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4008,,"Metropolitan Museum of Art, New York, NY",
13.223.9,FALSE,TRUE,4009,The American Wing,Fragment,Fragment,American,,,,,Maker,,Stiegel's Manheim Factory,1763–1774,,Stiegel's Manheim Factory ,,1763,1774,1763–74,1763,1774,Free-blown glass,W. 3 1/2 in. (8.9 cm),"Gift of Frederick W. Hunter, 1913",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4009,,"Metropolitan Museum of Art, New York, NY",
13.223.3,FALSE,TRUE,4010,The American Wing,Glass panel,Glass Panel,American,,,,,Maker,,Stiegel's Elizabeth Furnace,1763–1774,,"Stiegel's, Elizabeth Furnace ",,1763,1774,1763–74,1763,1774,Free-blown glass,5 5/8 x 8 1/4 in. (14.3 x 21 cm),"Gift of Frederick W. Hunter, 1913",Made in,Manheim,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4010,,"Metropolitan Museum of Art, New York, NY",
13.223.1,FALSE,TRUE,4011,The American Wing,Glass panel,Glass Panel,American,,,,,Maker,,Stiegel's Manheim Factory,1763–1774,,Stiegel's Manheim Factory ,,1763,1774,1763–74,1763,1774,Free-blown glass,8 1/4 x 9 1/4 in. (21 x 23.5 cm),"Gift of Frederick W. Hunter, 1913",Made in,Manheim,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4011,,"Metropolitan Museum of Art, New York, NY",
13.223.2,FALSE,TRUE,4012,The American Wing,Glass panel,Glass Panel,American,,,,,Maker,,Stiegel's Manheim Factory,1763–1774,,Stiegel's Manheim Factory ,,1763,1774,1763–74,1763,1774,Free-blown glass,8 1/8 x 8 1/4 in. (20.6 x 21 cm),"Gift of Frederick W. Hunter, 1913",Made in,Manheim,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4012,,"Metropolitan Museum of Art, New York, NY",
13.223.4,FALSE,TRUE,4013,The American Wing,Fragment,Fragment,American,,,,,Maker,,Stiegel's Manheim Factory,1763–1774,,Stiegel's Manheim Factory ,,1763,1774,1763–74,1763,1774,Free-blown glass,7 x 5 in. (17.8 x 12.7 cm),"Gift of Frederick W. Hunter, 1913",Made in,Manheim,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4013,,"Metropolitan Museum of Art, New York, NY",
1974.214.17,FALSE,FALSE,4014,The American Wing,Glass shade,Glass Shade,American,,,,,Designer|Maker,Designed by,Louis Comfort Tiffany|Tiffany Glass and Decorating Company,"American, New York 1848–1933 New York|American, 1892–1902",,"Tiffany, Louis Comfort|Tiffany Glass and Decorating Company",American,1848      |1892      ,1933      |1902      ,ca. 1900,1897,1903,Glass,H. 5 in. (12.7 cm); Diam. 2 1/8 in. (5.4 cm),"Gift of Mr. and Mrs. Hugh J. Grant, 1974",Made in,New York,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4014,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
1974.214.18,FALSE,FALSE,4015,The American Wing,Glass shade,Glass Shade,American,,,,,Designer|Maker,Designed by,Louis Comfort Tiffany|Tiffany Glass and Decorating Company,"American, New York 1848–1933 New York|American, 1892–1902",,"Tiffany, Louis Comfort|Tiffany Glass and Decorating Company",American,1848      |1892      ,1933      |1902      ,ca. 1900,1897,1903,Glass,H. 5 in. (12.7 cm); Diam. 2 1/8 in. (5.4 cm),"Gift of Mr. and Mrs. Hugh J. Grant, 1974",Made in,New York,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4015,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
1974.214.19,FALSE,FALSE,4016,The American Wing,Glass shade,Glass Shade,American,,,,,Designer|Maker,Designed by,Louis Comfort Tiffany|Tiffany Glass and Decorating Company,"American, New York 1848–1933 New York|American, 1892–1902",,"Tiffany, Louis Comfort|Tiffany Glass and Decorating Company",American,1848      |1892      ,1933      |1902      ,ca. 1900,1897,1903,Glass,H. 5 in. (12.7 cm); Diam. 2 1/8 in. (5.4 cm),"Gift of Mr. and Mrs. Hugh J. Grant, 1974",Made in,New York,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4016,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
13.223.5,FALSE,TRUE,4017,The American Wing,Fragment,Fragment,American,,,,,Maker,,Stiegel's Manheim Factory,1763–1774,,Stiegel's Manheim Factory ,,1763,1774,1763–74,1763,1774,Free-blown glass,1 5/8 in. (4.1 cm),"Gift of Frederick W. Hunter, 1913",Made in,Manheim,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4017,,"Metropolitan Museum of Art, New York, NY",
62.25.1,FALSE,FALSE,4018,The American Wing,Glassmaking mold,Glassmaking Mold,American,,,,,,,,,,,,,,1850–1900,1850,1900,Plaster-of-Paris,H. 2 11/16 in. (6.8 cm); Diam. 10 in. (25.4 cm),"Rogers Fund, 1962",Probably made in,Sandwich,,,United States,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/4018,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
62.25.2,FALSE,FALSE,4019,The American Wing,Glassmaking mold,Glassmaking Mold,American,,,,,,,,,,,,,,1850–1900,1850,1900,Plaster-of-Paris,2 9/16 x 11 1/16 x 8 3/4 in. (6.5 x 28.1 x 22.2 cm),"Rogers Fund, 1962",Probably made in,Sandwich,,,United States,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/4019,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
62.25.3,FALSE,FALSE,4020,The American Wing,Glassmaking mold,Glassmaking Mold,American,,,,,,,,,,,,,,1850–1900,1850,1900,Plaster-of-Paris,3 3/8 x 10 3/4 x 8 3/16 in. (8.6 x 27.3 x 20.8 cm),"Rogers Fund, 1962",Made in,Sandwich,,,United States,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/4020,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
62.25.4,FALSE,FALSE,4021,The American Wing,Glassmaking mold,Glassmaking Mold,American,,,,,,,,,,,,,,1850–1900,1850,1900,Wood,Diam. 7 3/8 in. (18.7 cm),"Rogers Fund, 1962",Made in,Sandwich,,,United States,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/4021,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
20.14.12,FALSE,TRUE,4022,The American Wing,Globe,Globe,American,,,,,,,,,,,,,,1860–80,1860,1880,Free-blown colorless and white opaque glass,Diam. 7 in. (17.8 cm),"Rogers Fund, 1920",Made in|Possibly made in,Millville,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4022,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Globes
20.14.13,FALSE,TRUE,4023,The American Wing,Globe,Globe,American,,,,,,,,,,,,,,1860–80,1860,1880,Free-blown colorless and white opaque glass,Diam. 7 in. (17.8 cm),"Rogers Fund, 1920",Made in|Possibly made in,Millville|Millville,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4023,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Globes
69.262.15,FALSE,FALSE,4024,The American Wing,Globe,Globe,,,,,,,,,,,,,,,19th century,1800,1900,Blown glass,Dimensions unavailable,"Gift of Mrs. Douglas Williams, 1969",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4024,,"Metropolitan Museum of Art, New York, NY",
69.262.16,FALSE,FALSE,4025,The American Wing,Globe,Globe,,,,,,,,,,,,,,,19th century,1800,1900,Blown glass,Dimensions unavailable,"Gift of Mrs. Douglas Williams, 1969",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4025,,"Metropolitan Museum of Art, New York, NY",
69.262.17,FALSE,FALSE,4026,The American Wing,Globe,Globe,,,,,,,,,,,,,,,19th century,1800,1900,Blown glass,Dimensions unavailable,"Gift of Mrs. Douglas Williams, 1969",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4026,,"Metropolitan Museum of Art, New York, NY",
69.262.18,FALSE,FALSE,4027,The American Wing,Globe,Globe,,,,,,,,,,,,,,,19th century,1800,1900,Blown glass,Dimensions unavailable,"Gift of Mrs. Douglas Williams, 1969",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4027,,"Metropolitan Museum of Art, New York, NY",
69.262.19,FALSE,FALSE,4028,The American Wing,Globe,Globe,,,,,,,,,,,,,,,19th century,1800,1900,Blown glass,Dimensions unavailable,"Gift of Mrs. Douglas Williams, 1969",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4028,,"Metropolitan Museum of Art, New York, NY",
69.262.20,FALSE,FALSE,4029,The American Wing,Globe,Globe,,,,,,,,,,,,,,,19th century,1800,1900,Blown glass,Dimensions unavailable,"Gift of Mrs. Douglas Williams, 1969",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4029,,"Metropolitan Museum of Art, New York, NY",
69.157.1,FALSE,FALSE,4030,The American Wing,Globe,Globe,American,,,,,,,,,,,,,,19th century,1800,1900,Blown glass,H. 5 5/8 in. (14.3 cm); Diam. 6 3/4 in. (17.1 cm),"Rogers Fund, 1969",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4030,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Globes
69.157.2,FALSE,FALSE,4031,The American Wing,Globe,Globe,American,,,,,,,,,,,,,,19th century,1800,1900,Blown glass,H. 5 1/2 in. (14 cm); Diam. 6 3/4 in. (17.1 cm),"Rogers Fund, 1969",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4031,,"Metropolitan Museum of Art, New York, NY",
69.157.3,FALSE,FALSE,4032,The American Wing,Globe,Globe,American,,,,,,,,,,,,,,19th century,1800,1900,Blown glass,H. 5 9/16 in. (14.1 cm); Diam. 6 5/8 in. (16.8 cm),"Rogers Fund, 1969",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4032,,"Metropolitan Museum of Art, New York, NY",
69.157.4,FALSE,FALSE,4033,The American Wing,Globe,Globe,American,,,,,,,,,,,,,,19th century,1800,1900,Blown glass,H. 5 7/16 in. (13.8 cm); Diam. 6 3/4 in. (17.1 cm),"Rogers Fund, 1969",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/4033,,"Metropolitan Museum of Art, New York, NY",
Inst.63.2.23,FALSE,FALSE,4034,The American Wing,Glass Globe,Glass Globe,,,,,,,,,,,,,,,ca. 1895,1892,1895,Glass,Diam. 5 15/16 in. (15.1 cm),"Gift of New York Clearing House, 1963",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/4034,,"Metropolitan Museum of Art, New York, NY",
Inst.63.2.24,FALSE,FALSE,4035,The American Wing,Glass Globe,Glass Globe,,,,,,,,,,,,,,,ca. 1895,1892,1895,Glass,Diam. 5 15/16 in. (15.1 cm),"Gift of New York Clearing House, 1963",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/4035,,"Metropolitan Museum of Art, New York, NY",
Inst.63.2.25,FALSE,FALSE,4036,The American Wing,Glass Globe,Glass Globe,,,,,,,,,,,,,,,ca. 1895,1892,1895,Glass,Diam. 5 15/16 in. (15.1 cm),"Gift of New York Clearing House, 1963",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/4036,,"Metropolitan Museum of Art, New York, NY",
Inst.63.2.26,FALSE,FALSE,4037,The American Wing,Glass Globe,Glass Globe,,,,,,,,,,,,,,,ca. 1895,1892,1895,Glass,Diam. 5 15/16 in. (15.1 cm),"Gift of New York Clearing House, 1963",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/4037,,"Metropolitan Museum of Art, New York, NY",
Inst.63.2.27,FALSE,FALSE,4038,The American Wing,Glass Globe,Glass Globe,,,,,,,,,,,,,,,ca. 1895,1892,1895,Glass,Diam. 5 15/16 in. (15.1 cm),"Gift of New York Clearing House, 1963",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/4038,,"Metropolitan Museum of Art, New York, NY",
Inst.63.2.28,FALSE,FALSE,4039,The American Wing,Glass Globe,Glass Globe,,,,,,,,,,,,,,,ca. 1895,1892,1895,Glass,Diam. 5 15/16 in. (15.1 cm),"Gift of New York Clearing House, 1963",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/4039,,"Metropolitan Museum of Art, New York, NY",
Inst.63.2.29,FALSE,FALSE,4040,The American Wing,Glass Globe,Glass Globe,,,,,,,,,,,,,,,ca. 1895,1892,1895,Glass,Diam. 5 15/16 in. (15.1 cm),"Gift of New York Clearing House, 1963",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/4040,,"Metropolitan Museum of Art, New York, NY",
Inst.63.2.30,FALSE,FALSE,4041,The American Wing,Glass Globe,Glass Globe,,,,,,,,,,,,,,,ca. 1895,1892,1895,Glass,Diam. 5 15/16 in. (15.1 cm),"Gift of New York Clearing House, 1963",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/4041,,"Metropolitan Museum of Art, New York, NY",
Inst.63.2.31,FALSE,FALSE,4042,The American Wing,Glass Globe,Glass Globe,,,,,,,,,,,,,,,ca. 1895,1892,1895,Glass,Diam. 5 15/16 in. (15.1 cm),"Gift of New York Clearing House, 1963",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/4042,,"Metropolitan Museum of Art, New York, NY",
Inst.63.2.32,FALSE,FALSE,4043,The American Wing,Glass Globe,Glass Globe,,,,,,,,,,,,,,,ca. 1895,1892,1895,Glass,Diam. 5 15/16 in. (15.1 cm),"Gift of New York Clearing House, 1963",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/4043,,"Metropolitan Museum of Art, New York, NY",
Inst.63.2.33,FALSE,TRUE,4044,The American Wing,Glass Globe,Glass Globe,,,,,,,,,,,,,,,ca. 1895,1892,1895,Glass,Diam. 5 15/16 in. (15.1 cm),"Gift of New York Clearing House, 1963",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/4044,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
Inst.63.2.34,FALSE,TRUE,4045,The American Wing,Glass Globe,Glass Globe,,,,,,,,,,,,,,,ca. 1895,1892,1895,Glass,Diam. 5 15/16 in. (15.1 cm),"Gift of New York Clearing House, 1963",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/4045,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
Inst.63.2.35,FALSE,TRUE,4046,The American Wing,Glass Globe,Glass Globe,,,,,,,,,,,,,,,ca. 1895,1892,1895,Glass,Diam. 5 15/16 in. (15.1 cm),"Gift of New York Clearing House, 1963",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/4046,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
Inst.63.2.36,FALSE,FALSE,4047,The American Wing,Glass Globe,Glass Globe,,,,,,,,,,,,,,,ca. 1895,1892,1895,Glass,Diam. 5 15/16 in. (15.1 cm),"Gift of New York Clearing House, 1963",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/4047,,"Metropolitan Museum of Art, New York, NY",
Inst.63.2.37,FALSE,FALSE,4048,The American Wing,Glass Globe,Glass Globe,,,,,,,,,,,,,,,ca. 1895,1892,1895,Glass,Diam. 5 15/16 in. (15.1 cm),"Gift of New York Clearing House, 1963",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/4048,,"Metropolitan Museum of Art, New York, NY",
